id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
168539975,138202,1575363355,mod_forum,viewed,discussion,102020.0,forum_discussions,2060,,N;,r,
168540483,139179,1575363486,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168540488,139179,1575363495,mod_folder,viewed,course_module,1300.0,folder,2060,,N;,r,
168540491,139179,1575363498,mod_folder,downloaded,all_files,1300.0,folder,2060,,N;,r,
168540569,139296,1575363701,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540576,139296,1575363713,mod_quiz,viewed,course_module,12838.0,quiz,2060,,N;,r,12838.0
168540641,139296,1575363746,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168540653,137914,1575363771,mod_forum,viewed,course_module,26789.0,forum,2060,,N;,r,
168540655,139296,1575363771,mod_quiz,viewed,course_module,12844.0,quiz,2060,,N;,r,12844.0
168540663,139296,1575363783,mod_quiz,started,attempt,2415938.0,quiz_attempts,2060,139296.0,N;,c,12844.0
168540687,137914,1575363838,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168540690,137914,1575363843,mod_forum,viewed,discussion,102019.0,forum_discussions,2060,,N;,r,
168540766,137914,1575364119,mod_forum,created,post,939022.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""102019"";s:7:""forumid"";s:5:""26785"";s:9:""forumtype"";s:7:""general"";}",c,
168540768,137914,1575364119,mod_forum,viewed,discussion,102019.0,forum_discussions,2060,,N;,r,
168540771,137914,1575364140,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168540773,137914,1575364145,mod_forum,viewed,discussion,102020.0,forum_discussions,2060,,N;,r,
168540779,93048,1575364161,mod_quiz,submitted,attempt,2415930.0,quiz_attempts,2060,93048.0,"a:2:{s:11:""submitterid"";s:5:""93048"";s:6:""quizid"";s:5:""12843"";}",u,12843.0
168540784,93048,1575364174,mod_quiz,viewed,course_module,12844.0,quiz,2060,,N;,r,12844.0
168540786,93048,1575364178,mod_quiz,started,attempt,2415941.0,quiz_attempts,2060,93048.0,N;,c,12844.0
168540871,138202,1575364257,mod_forum,viewed,discussion,102020.0,forum_discussions,2060,,N;,r,
168540870,138202,1575364257,mod_forum,created,post,939023.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""102020"";s:7:""forumid"";s:5:""26785"";s:9:""forumtype"";s:7:""general"";}",c,
168540894,118608,1575364351,mod_forum,viewed,course_module,26787.0,forum,2060,,N;,r,
168540895,138202,1575364354,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168540900,138202,1575364369,mod_folder,viewed,course_module,1300.0,folder,2060,,N;,r,
168540901,138202,1575364373,mod_folder,downloaded,all_files,1300.0,folder,2060,,N;,r,
168540906,138202,1575364383,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540910,138202,1575364392,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540917,138202,1575364402,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540936,138202,1575364426,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540937,138202,1575364430,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
168540940,138202,1575364438,mod_resource,viewed,course_module,5846.0,resource,2060,,N;,r,
